"Código
Concelho";"Designação
Concelho";Código;Freguesias antes da Reorganização;Alteração;DiCoFre;Freguesias - Reorganização de 2013
1106;LISBOA;110617;Lapa;Junção;110660;Estrela
1106;LISBOA;110626;Prazeres;Junção;110660;Estrela
1106;LISBOA;110637;Santos-o-Velho;Junção;110660;Estrela
1106;LISBOA;110615;Encarnação;Junção;110661;Misericórdia
1106;LISBOA;110622;Mercês;Junção;110661;Misericórdia
1106;LISBOA;110628;Santa Catarina;Junção;110661;Misericórdia
1106;LISBOA;110649;São Paulo;Junção;110661;Misericórdia
1106;LISBOA;110633;Santa Maria dos Olivais (parte);Divisão;110662;Parque das Nações
1107;LOURES;110709;Moscavide (parte);Divisão;110662;Parque das Nações
1107;LOURES;110712;Sacavém (parte);Divisão;110662;Parque das Nações
1106;LISBOA;110625;Penha de França;Junção;110663;Penha de França
1106;LISBOA;110641;São João;Junção;110663;Penha de França
1106;LISBOA;110605;Ameixoeira;Junção;110664;Santa Clara
1106;LISBOA;110613;Charneca;Junção;110664;Santa Clara
1106;LISBOA;110612;Castelo;Junção;110665;Santa Maria Maior
1106;LISBOA;110619;Madalena;Junção;110665;Santa Maria Maior
1106;LISBOA;110620;Mártires;Junção;110665;Santa Maria Maior
1106;LISBOA;110627;Sacramento;Junção;110665;Santa Maria Maior
1106;LISBOA;110631;Santa Justa;Junção;110665;Santa Maria Maior
1106;LISBOA;110634;Santiago;Junção;110665;Santa Maria Maior
1106;LISBOA;110636;Santo Estêvão;Junção;110665;Santa Maria Maior
1106;LISBOA;110638;São Cristóvão e São Lourenço;Junção;110665;Santa Maria Maior
1106;LISBOA;110647;São Miguel;Junção;110665;Santa Maria Maior
1106;LISBOA;110648;São Nicolau;Junção;110665;Santa Maria Maior
1106;LISBOA;110652;Sé;Junção;110665;Santa Maria Maior
1106;LISBOA;110653;Socorro;Junção;110665;Santa Maria Maior
1106;LISBOA;110614;Coração de Jesus;Junção;110666;Santo António
1106;LISBOA;110645;São José;Junção;110666;Santo António
1106;LISBOA;110646;São Mamede;Junção;110666;Santo António
1106;LISBOA;110616;Graça;Junção;110667;São Vicente
1106;LISBOA;110629;Santa Engrácia;Junção;110667;São Vicente
1106;LISBOA;110651;São Vicente de Fora;Junção;110667;São Vicente
1107;LOURES;110702;Bucelas;;110702;Bucelas
1107;LOURES;110705;Fanhões;;110705;Fanhões
1107;LOURES;110707;Loures;;110707;Loures
1107;LOURES;110708;Lousa;;110708;Lousa
1107;LOURES;110709;Moscavide (parte);Divisão;110726;União das freguesias de Moscavide e Portela
1107;LOURES;110719;Portela;Junção;110726;União das freguesias de Moscavide e Portela
1107;LOURES;110712;Sacavém (parte);Divisão;110727;União das freguesias de Sacavém e Prior Velho
1107;LOURES;110723;Prior Velho;Junção;110727;União das freguesias de Sacavém e Prior Velho
1107;LOURES;110713;Santa Iria de Azoia;Junção;110728;União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela
1107;LOURES;110715;São João da Talha;Junção;110728;União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela
1107;LOURES;110722;Bobadela;Junção;110728;União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela
1107;LOURES;110714;Santo Antão do Tojal;Junção;110729;União das freguesias de Santo Antão e São Julião do Tojal
1107;LOURES;110716;São Julião do Tojal;Junção;110729;União das freguesias de Santo Antão e São Julião do Tojal
1107;LOURES;110706;Frielas;Junção;110730;União das freguesias de Santo António dos Cavaleiros e Frielas
1107;LOURES;110724;Santo António dos Cavaleiros;Junção;110730;União das freguesias de Santo António dos Cavaleiros e Frielas
1107;LOURES;110701;Apelação;Junção;110731;União das freguesias de Camarate, Unhos e Apelação
1107;LOURES;110703;Camarate;Junção;110731;União das freguesias de Camarate, Unhos e Apelação
1107;LOURES;110717;Unhos;Junção;110731;União das freguesias de Camarate, Unhos e Apelação
1108;LOURINHA;110803;Moita dos Ferreiros;;110803;Moita dos Ferreiros
1108;LOURINHA;110805;Reguengo Grande;;110805;Reguengo Grande
1108;LOURINHA;110806;Santa Bárbara;;110806;Santa Bárbara
1108;LOURINHA;110808;Vimeiro;;110808;Vimeiro
1108;LOURINHA;110810;Ribamar;;110810;Ribamar
1108;LOURINHA;110801;Lourinhã;Junção;110812;União das freguesias de Lourinhã e Atalaia
1108;LOURINHA;110811;Atalaia;Junção;110812;União das freguesias de Lourinhã e Atalaia
1108;LOURINHA;110802;Miragaia;Junção;110813;União das freguesias de Miragaia e Marteleira
1108;LOURINHA;110809;Marteleira;Junção;110813;União das freguesias de Miragaia e Marteleira
1108;LOURINHA;110804;Moledo;Junção;110814;União das freguesias de São Bartolomeu dos Galegos e Moledo
1108;LOURINHA;110807;São Bartolomeu dos Galegos;Junção;110814;União das freguesias de São Bartolomeu dos Galegos e Moledo
1109;MAFRA;110902;Carvoeira;;110902;Carvoeira
1109;MAFRA;110904;Encarnação;;110904;Encarnação
1109;MAFRA;110906;Ericeira;;110906;Ericeira
1109;MAFRA;110909;Mafra;;110909;Mafra
1109;MAFRA;110911;Milharado;;110911;Milharado
1109;MAFRA;110913;Santo Isidoro;;110913;Santo Isidoro
1109;MAFRA;110901;Azueira;Junção;110918;União das freguesias de Azueira e Sobral da Abelheira
1109;MAFRA;110914;Sobral da Abelheira;Junção;110918;União das freguesias de Azueira e Sobral da Abelheira
1109;MAFRA;110905;Enxara do Bispo;Junção;110919;União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário
1109;MAFRA;110907;Gradil;Junção;110919;União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário
1109;MAFRA;110915;Vila Franca do Rosário;Junção;110919;União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário
1109;MAFRA;110903;Cheleiros;Junção;110920;União das freguesias de Igreja Nova e Cheleiros
1109;MAFRA;110908;Igreja Nova;Junção;110920;União das freguesias de Igreja Nova e Cheleiros
1109;MAFRA;110910;Malveira;Junção;110921;União das freguesias de Malveira e São Miguel de Alcainça
1109;MAFRA;110917;São Miguel de Alcainça;Junção;110921;União das freguesias de Malveira e São Miguel de Alcainça
1109;MAFRA;110912;Santo Estêvão das Galés;Junção;110922;União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés
1109;MAFRA;110916;Venda do Pinheiro;Junção;110922;União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés
1110;OEIRAS;111002;Barcarena;;111002;Barcarena
1110;OEIRAS;111009;Porto Salvo;;111009;Porto Salvo
1110;OEIRAS;111006;Algés;Junção;111012;União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
1110;OEIRAS;111007;Cruz Quebrada-Dafundo;Junção;111012;União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
1110;OEIRAS;111008;Linda-a-Velha;Junção;111012;União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo
1110;OEIRAS;111003;Carnaxide;Junção;111013;União das freguesias de Carnaxide e Queijas
1110;OEIRAS;111010;Queijas;Junção;111013;União das freguesias de Carnaxide e Queijas
1110;OEIRAS;111004;Oeiras e São Julião da Barra;Junção;111014;União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias
1110;OEIRAS;111005;Paço de Arcos;Junção;111014;União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias
1110;OEIRAS;111011;Caxias;Junção;111014;União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias
1111;SINTRA;111102;Algueirão-Mem Martins;;111102;Algueirão-Mem Martins
1111;SINTRA;111105;Colares;;111105;Colares
1111;SINTRA;111108;Rio de Mouro;;111108;Rio de Mouro
1111;SINTRA;111115;Casal de Cambra;;111115;Casal de Cambra
1111;SINTRA;111118;Agualva;Junção;111122;União das freguesias de Agualva e Mira-Sintra
1111;SINTRA;111120;Mira-Sintra;Junção;111122;União das freguesias de Agualva e Mira-Sintra
1111;SINTRA;111103;Almargem do Bispo;Junção;111123;União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar
1111;SINTRA;111106;Montelavar;Junção;111123;União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar
1111;SINTRA;111114;Pêro Pinheiro;Junção;111123;União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar
1111;SINTRA;111119;Cacém;Junção;111124;União das freguesias do Cacém e São Marcos
1111;SINTRA;111121;São Marcos;Junção;111124;União das freguesias do Cacém e São Marcos
1111;SINTRA;111116;Massamá;Junção;111125;União das freguesias de Massamá e Monte Abraão
1111;SINTRA;111117;Monte Abraão;Junção;111125;União das freguesias de Massamá e Monte Abraão
1111;SINTRA;111104;Belas;Junção;111126;União das freguesias de Queluz e Belas
1111;SINTRA;111107;Queluz;Junção;111126;União das freguesias de Queluz e Belas
1111;SINTRA;111110;São João das Lampas;Junção;111127;União das freguesias de São João das Lampas e Terrugem
1111;SINTRA;111113;Terrugem;Junção;111127;União das freguesias de São João das Lampas e Terrugem
1111;SINTRA;111109;Sintra (Santa Maria e São Miguel);Junção;111128;União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)
1111;SINTRA;111111;Sintra (São Martinho);Junção;111128;União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)
1111;SINTRA;111112;Sintra (São Pedro de Penaferrim);Junção;111128;União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)
1112;SOBRAL DE MONTE AGRACO;111201;Santo Quintino;;111201;Santo Quintino
1112;SOBRAL DE MONTE AGRACO;111202;Sapataria;;111202;Sapataria
1112;SOBRAL DE MONTE AGRACO;111203;Sobral de Monte Agraço;;111203;Sobral de Monte Agraço
1113;TORRES VEDRAS;111306;Freiria;;111306;Freiria
1113;TORRES VEDRAS;111310;Ponte do Rol;;111310;Ponte do Rol
1113;TORRES VEDRAS;111311;Ramalhal;;111311;Ramalhal
1113;TORRES VEDRAS;111314;São Pedro da Cadeira;;111314;São Pedro da Cadeira
1113;TORRES VEDRAS;111316;Silveira;;111316;Silveira
1113;TORRES VEDRAS;111317;Turcifal;;111317;Turcifal
1113;TORRES VEDRAS;111318;Ventosa;;111318;Ventosa
1113;TORRES VEDRAS;111301;A dos Cunhados;Junção;111321;União das freguesias de A dos Cunhados e Maceira
1113;TORRES VEDRAS;111320;Maceira;Junção;111321;União das freguesias de A dos Cunhados e Maceira
1113;TORRES VEDRAS;111302;Campelos;Junção;111322;União das freguesias de Campelos e Outeiro da Cabeça
1113;TORRES VEDRAS;111319;Outeiro da Cabeça;Junção;111322;União das freguesias de Campelos e Outeiro da Cabeça
1113;TORRES VEDRAS;111303;Carmões;Junção;111323;União das freguesias de Carvoeira e Carmões
1113;TORRES VEDRAS;111304;Carvoeira;Junção;111323;União das freguesias de Carvoeira e Carmões
1113;TORRES VEDRAS;111305;Dois Portos;Junção;111324;União das freguesias de Dois Portos e Runa
1113;TORRES VEDRAS;111312;Runa;Junção;111324;União das freguesias de Dois Portos e Runa
1113;TORRES VEDRAS;111308;Maxial;Junção;111325;União das freguesias de Maxial e Monte Redondo
1113;TORRES VEDRAS;111309;Monte Redondo;Junção;111325;União das freguesias de Maxial e Monte Redondo
1113;TORRES VEDRAS;111307;Matacães;Junção;111326;União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães
1113;TORRES VEDRAS;111313;Torres Vedras (Santa Maria do Castelo e São Miguel);Junção;111326;União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães
1113;TORRES VEDRAS;111315;Torres Vedras (São Pedro e Santiago);Junção;111326;União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães
1114;VILA FRANCA DE XIRA;111408;Vialonga;;111408;Vialonga
1114;VILA FRANCA DE XIRA;111409;Vila Franca de Xira;;111409;Vila Franca de Xira
1114;VILA FRANCA DE XIRA;111401;Alhandra;Junção;111412;União das freguesias de Alhandra, São João dos Montes e Calhandriz
1114;VILA FRANCA DE XIRA;111404;Calhandriz;Junção;111412;União das freguesias de Alhandra, São João dos Montes e Calhandriz
1114;VILA FRANCA DE XIRA;111407;São João dos Montes;Junção;111412;União das freguesias de Alhandra, São João dos Montes e Calhandriz
1114;VILA FRANCA DE XIRA;111402;Alverca do Ribatejo;Junção;111413;União das freguesias de Alverca do Ribatejo e Sobralinho
1114;VILA FRANCA DE XIRA;111410;Sobralinho;Junção;111413;União das freguesias de Alverca do Ribatejo e Sobralinho
1114;VILA FRANCA DE XIRA;111403;Cachoeiras;Junção;111414;União das freguesias de Castanheira do Ribatejo e Cachoeiras
1114;VILA FRANCA DE XIRA;111405;Castanheira do Ribatejo;Junção;111414;União das freguesias de Castanheira do Ribatejo e Cachoeiras
1114;VILA FRANCA DE XIRA;111406;Póvoa de Santa Iria;Junção;111415;União das freguesias de Póvoa de Santa Iria e Forte da Casa
1114;VILA FRANCA DE XIRA;111411;Forte da Casa;Junção;111415;União das freguesias de Póvoa de Santa Iria e Forte da Casa
1115;AMADORA;111501;Alfragide;Junção;111512;Alfragide
1115;AMADORA;111503;Buraca (parte);Divisão;111512;Alfragide
1115;AMADORA;111503;Buraca (parte);Divisão;111513;Águas Livres
1115;AMADORA;111504;Damaia;Junção;111513;Águas Livres
1115;AMADORA;111507;Reboleira (parte);Divisão;111513;Águas Livres
1115;AMADORA;111502;Brandoa;Junção;111514;Encosta do Sol
1115;AMADORA;111509;Alfornelos;Junção;111514;Encosta do Sol
1115;AMADORA;111505;Falagueira;Junção;111515;Falagueira-Venda Nova
1115;AMADORA;111511;Venda Nova;Junção;111515;Falagueira-Venda Nova
1115;AMADORA;111506;Mina;Junção;111516;Mina de Água
1115;AMADORA;111510;São Brás;Junção;111516;Mina de Água
1115;AMADORA;111507;Reboleira (parte);Divisão;111517;Venteira
1115;AMADORA;111508;Venteira ;Junção;111517;Venteira
1116;ODIVELAS;111603;Odivelas;;111603;Odivelas
1116;ODIVELAS;111602;Famões;Junção;111608;União das freguesias de Pontinha e Famões
1116;ODIVELAS;111605;Pontinha;Junção;111608;União das freguesias de Pontinha e Famões
1116;ODIVELAS;111604;Olival Basto;Junção;111609;União das freguesias de Póvoa de Santo Adrião e Olival Basto
1116;ODIVELAS;111606;Póvoa de Santo Adrião;Junção;111609;União das freguesias de Póvoa de Santo Adrião e Olival Basto
1116;ODIVELAS;111601;Caneças;Junção;111610;União das freguesias de Ramada e Caneças
1116;ODIVELAS;111607;Ramada;Junção;111610;União das freguesias de Ramada e Caneças
1201;ALTER DO CHAO;120101;Alter do Chão;;120101;Alter do Chão
1201;ALTER DO CHAO;120102;Chancelaria;;120102;Chancelaria
1201;ALTER DO CHAO;120103;Seda;;120103;Seda
1201;ALTER DO CHAO;120104;Cunheira;;120104;Cunheira
1202;ARRONCHES;120201;Assunção;;120201;Assunção
1202;ARRONCHES;120202;Esperança;;120202;Esperança
1202;ARRONCHES;120203;Mosteiros;;120203;Mosteiros
1203;AVIS;120302;Aldeia Velha;;120302;Aldeia Velha
1203;AVIS;120303;Avis;;120303;Avis
1203;AVIS;120305;Ervedal;;120305;Ervedal
1203;AVIS;120306;Figueira e Barros;;120306;Figueira e Barros
1203;AVIS;120301;Alcôrrego;Junção;120309;União das freguesias de Alcórrego e Maranhão
1203;AVIS;120307;Maranhão;Junção;120309;União das freguesias de Alcórrego e Maranhão
1203;AVIS;120304;Benavila;Junção;120310;União das freguesias de Benavila e Valongo
1203;AVIS;120308;Valongo;Junção;120310;União das freguesias de Benavila e Valongo
1204;CAMPO MAIOR;120401;Nossa Senhora da Expectação;;120401;Nossa Senhora da Expectação
1204;CAMPO MAIOR;120402;Nossa Senhora da Graça dos Degolados;;120402;Nossa Senhora da Graça dos Degolados
1204;CAMPO MAIOR;120403;São João Baptista;;120403;São João Baptista
1205;CASTELO DE VIDE;120501;Nossa Senhora da Graça de Póvoa e Meadas;;120501;Nossa Senhora da Graça de Póvoa e Meadas
1205;CASTELO DE VIDE;120502;Santa Maria da Devesa;;120502;Santa Maria da Devesa
1205;CASTELO DE VIDE;120503;Santiago Maior;;120503;Santiago Maior
1205;CASTELO DE VIDE;120504;São João Baptista;;120504;São João Baptista
1206;CRATO;120601;Aldeia da Mata;;120601;Aldeia da Mata
1206;CRATO;120604;Gáfete;;120604;Gáfete
1206;CRATO;120605;Monte da Pedra;;120605;Monte da Pedra
1206;CRATO;120602;Crato e Mártires;Junção;120607;União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso
1206;CRATO;120603;Flor da Rosa;Junção;120607;União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso
1206;CRATO;120606;Vale do Peso;Junção;120607;União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso
1207;ELVAS;120706;Santa Eulália;;120706;Santa Eulália
1207;ELVAS;120707;São Brás e São Lourenço;;120707;São Brás e São Lourenço
1207;ELVAS;120708;São Vicente e Ventosa;;120708;São Vicente e Ventosa
1207;ELVAS;120701;Ajuda, Salvador e Santo Ildefonso;Junção;120712;Assunção, Ajuda, Salvador e Santo Ildefonso
1207;ELVAS;120703;Assunção;Junção;120712;Assunção, Ajuda, Salvador e Santo Ildefonso
1207;ELVAS;120702;Alcáçova;Junção;120713;Caia, São Pedro e Alcáçova
1207;ELVAS;120705;Caia e São Pedro;Junção;120713;Caia, São Pedro e Alcáçova
1207;ELVAS;120704;Barbacena;Junção;120714;União das freguesias de Barbacena e Vila Fernando
1207;ELVAS;120711;Vila Fernando;Junção;120714;União das freguesias de Barbacena e Vila Fernando
1207;ELVAS;120709;Terrugem;Junção;120715;União das freguesias de Terrugem e Vila Boim
1207;ELVAS;120710;Vila Boim;Junção;120715;União das freguesias de Terrugem e Vila Boim
1208;FRONTEIRA;120801;Cabeço de Vide;;120801;Cabeço de Vide
1208;FRONTEIRA;120802;Fronteira;;120802;Fronteira
1208;FRONTEIRA;120803;São Saturnino;;120803;São Saturnino
1209;GAVIAO;120902;Belver;;120902;Belver
1209;GAVIAO;120903;Comenda;;120903;Comenda
1209;GAVIAO;120905;Margem;;120905;Margem
1209;GAVIAO;120901;Atalaia;Junção;120906;União das freguesias de Gavião e Atalaia
1209;GAVIAO;120904;Gavião;Junção;120906;União das freguesias de Gavião e Atalaia
1210;MARVAO;121001;Beirã;;121001;Beirã
1210;MARVAO;121002;Santa Maria de Marvão;;121002;Santa Maria de Marvão
1210;MARVAO;121003;Santo António das Areias;;121003;Santo António das Areias
1210;MARVAO;121004;São Salvador da Aramenha;;121004;São Salvador da Aramenha
1211;MONFORTE;121101;Assumar;;121101;Assumar
1211;MONFORTE;121102;Monforte;;121102;Monforte
1211;MONFORTE;121103;Santo Aleixo;;121103;Santo Aleixo
1211;MONFORTE;121104;Vaiamonte;;121104;Vaiamonte
1212;NISA;121201;Alpalhão;;121201;Alpalhão
1212;NISA;121205;Montalvão;;121205;Montalvão
1212;NISA;121207;Santana;;121207;Santana
1212;NISA;121208;São Matias;;121208;São Matias
1212;NISA;121210;Tolosa;;121210;Tolosa
1212;NISA;121202;Amieira do Tejo;Junção;121211;União das freguesias de Arez e Amieira do Tejo
1212;NISA;121203;Arez;Junção;121211;União das freguesias de Arez e Amieira do Tejo
1212;NISA;121204;Espírito Santo;Junção;121212;União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão
1212;NISA;121206;Nossa Senhora da Graça;Junção;121212;União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão
1212;NISA;121209;São Simão;Junção;121212;União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão
1213;PONTE DE SOR;121301;Galveias;;121301;Galveias
1213;PONTE DE SOR;121302;Montargil;;121302;Montargil
1213;PONTE DE SOR;121304;Foros de Arrão;;121304;Foros de Arrão
1213;PONTE DE SOR;121305;Longomel;;121305;Longomel
1213;PONTE DE SOR;121303;Ponte de Sor;Junção;121308;União das freguesias de Ponte de Sor, Tramaga e Vale de Açor
1213;PONTE DE SOR;121306;Vale de Açor;Junção;121308;União das freguesias de Ponte de Sor, Tramaga e Vale de Açor
1213;PONTE DE SOR;121307;Tramaga;Junção;121308;União das freguesias de Ponte de Sor, Tramaga e Vale de Açor
1214;PORTALEGRE;121401;Alagoa;;121401;Alagoa
1214;PORTALEGRE;121402;Alegrete;;121402;Alegrete
1214;PORTALEGRE;121404;Fortios;;121404;Fortios
1214;PORTALEGRE;121410;Urra;;121410;Urra
1214;PORTALEGRE;121408;São Lourenço;Junção;121411;União das freguesias da Sé e São Lourenço
1214;PORTALEGRE;121409;Sé;Junção;121411;União das freguesias da Sé e São Lourenço
1214;PORTALEGRE;121405;Reguengo;Junção;121412;União das freguesias de Reguengo e São Julião
